id,tweetid,guid,link,author,title,description,pubdate,source,favorite_count,retweet_count,lang,quoted_text,tweet_type,in_reply_to_screen_name,in_reply_to_user_id,in_reply_to_status_id,retweeted_screen_name,retweeted_user_id,retweeted_status_id,user_id,profile_image_url,user_statuses_count,user_friends_count,user_followers_count,user_created_at,user_bio,user_location,user_verified
1,1585277724679016452,https://twitter.com/Dediy_orlando/statuses/1585277724679016452,https://twitter.com/Dediy_orlando/statuses/1585277724679016452,Dediy_orlando,"RT @ridwankamil: Hidup Cianjur! 

Suatu hari dunia boneka sedunia akan dikuasai oleh produk-produk buatan tangan-tangan terampil dari Cianj…","Hidup Cianjur! 

Suatu hari dunia boneka sedunia akan dikuasai oleh produk-produk buatan tangan-tangan terampil dari Cianjur Jawa Barat.

Seperti halnya boneka astoronot yang dijual di Museum Antariksa di Washington DC USA.

#JabarJuara #IndonesiaJuara https://t.co/1C58Way2cD",2022-10-26 10:30:37,Twitter for Android,0,9,in,,retweet,,0,0,ridwankamil,80323736,1585275332340219904,2331518228,https://pbs.twimg.com/profile_images/1569346087877746688/kD9Cem4t_normal.jpg,8191,381,149,2014-02-07 03:20:30,,"Cimahi Selatan, Indonesia",
2,1585277644756512771,https://twitter.com/indra53setiawan/statuses/1585277644756512771,https://twitter.com/indra53setiawan/statuses/1585277644756512771,indra53setiawan,"RT @ridwankamil: Hidup Cianjur! 

Suatu hari dunia boneka sedunia akan dikuasai oleh produk-produk buatan tangan-tangan terampil dari Cianj…","Hidup Cianjur! 

Suatu hari dunia boneka sedunia akan dikuasai oleh produk-produk buatan tangan-tangan terampil dari Cianjur Jawa Barat.

Seperti halnya boneka astoronot yang dijual di Museum Antariksa di Washington DC USA.

#JabarJuara #IndonesiaJuara https://t.co/1C58Way2cD",2022-10-26 10:30:18,Twitter for Android,0,9,in,,retweet,,0,0,ridwankamil,80323736,1585275332340219904,1075916971,https://pbs.twimg.com/profile_images/1233720376779132929/xRmBVSh9_normal.jpg,15579,279,349,2013-01-10 02:14:36,,,
3,1585277610723926018,https://twitter.com/paulus_91/statuses/1585277610723926018,https://twitter.com/paulus_91/statuses/1585277610723926018,paulus_91,@ridwankamil Jadi inget jasnya Donald Trump dibuat di Indonesia.,@ridwankamil Jadi inget jasnya Donald Trump dibuat di Indonesia.,2022-10-26 10:30:10,Twitter Web App,0,0,in,,reply,ridwankamil,80323736,1585275332340219904,,0,0,85576821,https://pbs.twimg.com/profile_images/1488591940908032000/DzYEsegv_normal.jpg,24031,79,313,2009-10-27 10:11:47,"Bachelor of Science. #FPL. Feel free to fol/unfollow.
IG paulus_91 is not me ?","Kota Tasikmalaya, Jawa Barat",
4,1585277399473586178,https://twitter.com/sistephat/statuses/1585277399473586178,https://twitter.com/sistephat/statuses/1585277399473586178,sistephat,"Lha ini ketentuan apa? 
Emangnya penduduk kota dan kabupaten Bogor semuanya Muslim? 
Bikin ketentuan yg masuk akal dong! 
Cc @PolresBogorKota 
@polreskabbogor 
@BimaAryaS
@ridwankamil
@DivHumas_Polri 
@ListyoSigitP 
@mohmahfudmd 
@jokowi 
Pay attention to this ?????? https://t.co/pyZYfI52nW","Lha ini ketentuan apa? 
Emangnya penduduk kota dan kabupaten Bogor semuanya Muslim? 
Bikin ketentuan yg masuk akal dong! 
Cc @PolresBogorKota 
@polreskabbogor 
@BimaAryaS
@ridwankamil
@DivHumas_Polri 
@ListyoSigitP 
@mohmahfudmd 
@jokowi 
Pay attention to this ?????? https://t.co/pyZYfI52nW",2022-10-26 10:29:19,Twitter for Android,1,0,in,Kira2 kalo Nonis disanksi baca apaan ??? https://t.co/ChtJvMkL1j,quote,p1_eka,1525293877371973635,1585212181716819968,,0,0,220953377,https://pbs.twimg.com/profile_images/1388238974292922369/sysStzUS_normal.jpg,3958,156,94,2010-11-29 04:52:38,I am dreaming the people in whole the globe were fight for all mankind prosperity. And I will share my dream with the teenagers.,Indonesia,
5,1585277182384869378,https://twitter.com/geopani28/statuses/1585277182384869378,https://twitter.com/geopani28/statuses/1585277182384869378,geopani28,@ridwankamil Bangga janten orang Cianjur mah,@ridwankamil Bangga janten orang Cianjur mah,2022-10-26 10:28:27,Twitter for Android,0,0,in,,reply,ridwankamil,80323736,1585275332340219904,,0,0,1578665350572691457,https://pbs.twimg.com/profile_images/1578665723765100545/7dXLOHtY_normal.jpg,12,60,0,2022-10-08 04:35:36,,,
6,1585276916658892808,https://twitter.com/SitiMaesarah8/statuses/1585276916658892808,https://twitter.com/SitiMaesarah8/statuses/1585276916658892808,SitiMaesarah8,"RT @ridwankamil: Hidup Cianjur! 

Suatu hari dunia boneka sedunia akan dikuasai oleh produk-produk buatan tangan-tangan terampil dari Cianj…","Hidup Cianjur! 

Suatu hari dunia boneka sedunia akan dikuasai oleh produk-produk buatan tangan-tangan terampil dari Cianjur Jawa Barat.

Seperti halnya boneka astoronot yang dijual di Museum Antariksa di Washington DC USA.

#JabarJuara #IndonesiaJuara https://t.co/1C58Way2cD",2022-10-26 10:27:24,Twitter for Android,0,9,in,,retweet,,0,0,ridwankamil,80323736,1585275332340219904,866530364839280641,https://pbs.twimg.com/profile_images/1583972721444016128/X3YFT7Yg_normal.jpg,234,154,53,2017-05-22 01:45:13,,"Karawang, Jawa Barat",
7,1585276600941047808,https://twitter.com/irfnsfnOBYC/statuses/1585276600941047808,https://twitter.com/irfnsfnOBYC/statuses/1585276600941047808,irfnsfnOBYC,"RT @ridwankamil: Hidup Cianjur! 

Suatu hari dunia boneka sedunia akan dikuasai oleh produk-produk buatan tangan-tangan terampil dari Cianj…","Hidup Cianjur! 

Suatu hari dunia boneka sedunia akan dikuasai oleh produk-produk buatan tangan-tangan terampil dari Cianjur Jawa Barat.

Seperti halnya boneka astoronot yang dijual di Museum Antariksa di Washington DC USA.

#JabarJuara #IndonesiaJuara https://t.co/1C58Way2cD",2022-10-26 10:26:09,Twitter for Android,0,9,in,,retweet,,0,0,ridwankamil,80323736,1585275332340219904,1555740037215825920,https://pbs.twimg.com/profile_images/1584532756201017344/HR5g0rEg_normal.jpg,3269,372,203,2022-08-05 22:18:41,@OkayBearsYC?????? | ?? @0xTribe_NFT,Bear Clubhouse,
8,1585276310015787010,https://twitter.com/bolehmain/statuses/1585276310015787010,https://twitter.com/bolehmain/statuses/1585276310015787010,bolehmain,"@ridwankamil Karna biaya produksi di indo murah, dapet quality nya bagus ygy

Banyak buatan indo dari jersey emyu, bola piala dunia, dll","@ridwankamil Karna biaya produksi di indo murah, dapet quality nya bagus ygy

Banyak buatan indo dari jersey emyu, bola piala dunia, dll",2022-10-26 10:24:59,Twitter for Android,0,0,in,,reply,ridwankamil,80323736,1585275332340219904,,0,0,1334402666,https://pbs.twimg.com/profile_images/1051772147150901248/Or9blwoy_normal.jpg,26111,595,1409,2013-04-07 11:43:46,sopo sek kuat junjung Prambanan?,Jkt,
9,1585276099579154432,https://twitter.com/bimatigabdg/statuses/1585276099579154432,https://twitter.com/bimatigabdg/statuses/1585276099579154432,bimatigabdg,"Hallo sobat bima tiga ??
di wilayah Kota Bandung dan sekitarnya,ijin menginformasikan ada pemeliharaan jalan yaitu pekerjaan Sapu Lobang Hotmix ruas Jl.Setiabudi. 
Mohon maaf untuk sementara perjalanannya terganggu ??.
@bimautamajabar
@ridwankamil
#dbmprjuara https://t.co/9HWVUwtgjI","Hallo sobat bima tiga ??
di wilayah Kota Bandung dan sekitarnya,ijin menginformasikan ada pemeliharaan jalan yaitu pekerjaan Sapu Lobang Hotmix ruas Jl.Setiabudi. 
Mohon maaf untuk sementara perjalanannya terganggu ??.
@bimautamajabar
@ridwankamil
#dbmprjuara https://t.co/9HWVUwtgjI",2022-10-26 10:24:09,Twitter for Android,0,0,in,,original,,0,0,,0,0,1566615229941059584,https://pbs.twimg.com/profile_images/1566615553468682241/9wbXDGpK_normal.jpg,421,133,197,2022-09-04 22:33:00,"UPTD Pengelolaan Jalan Wilayah Pelayanan III Prov jabar: 
-Kota Bandung - Kab Bandung - Kab Bandung Barat - Kab Subang - Kab Purwakarta - Kab Karawang",,
10,1585275979366219776,https://twitter.com/AcengAngki/statuses/1585275979366219776,https://twitter.com/AcengAngki/statuses/1585275979366219776,AcengAngki,"RT @ridwankamil: Hidup Cianjur! 

Suatu hari dunia boneka sedunia akan dikuasai oleh produk-produk buatan tangan-tangan terampil dari Cianj…","Hidup Cianjur! 

Suatu hari dunia boneka sedunia akan dikuasai oleh produk-produk buatan tangan-tangan terampil dari Cianjur Jawa Barat.

Seperti halnya boneka astoronot yang dijual di Museum Antariksa di Washington DC USA.

#JabarJuara #IndonesiaJuara https://t.co/1C58Way2cD",2022-10-26 10:23:41,Twitter for Android,0,9,in,,retweet,,0,0,ridwankamil,80323736,1585275332340219904,1186449919659266048,https://pbs.twimg.com/profile_images/1582271506901438464/NG5Mo6VQ_normal.jpg,39325,444,254,2019-10-21 21:11:38,"MANUT KYAI NU & NW...
Gemah Ripah Love KYAI.
????Tidak Bhinneka Bukan Indonesia????",,
11,1585275962907774976,https://twitter.com/eh_che/statuses/1585275962907774976,https://twitter.com/eh_che/statuses/1585275962907774976,eh_che,@ridwankamil Dan warga cianjur tetap buburuh,@ridwankamil Dan warga cianjur tetap buburuh,2022-10-26 10:23:37,Twitter for Android,0,0,in,,reply,ridwankamil,80323736,1585275332340219904,,0,0,2908065306,https://pbs.twimg.com/profile_images/1417937913321451523/gUrnn8nm_normal.jpg,1019,379,24,2014-11-23 07:21:23,blah bloh blah bloh,Di hati sang mantan,
12,1585275808859316226,https://twitter.com/BlackGeminid/statuses/1585275808859316226,https://twitter.com/BlackGeminid/statuses/1585275808859316226,BlackGeminid,@ridwankamil Mantap,@ridwankamil Mantap,2022-10-26 10:23:00,Twitter for iPhone,0,0,in,,reply,ridwankamil,80323736,1585275332340219904,,0,0,323320160,https://pbs.twimg.com/profile_images/1343217117995257861/QVj7-Zpr_normal.jpg,9651,173,52,2011-06-24 12:42:27,"I love dark chocolate, durian and beer",Jakarta Capital Region,
13,1585275765850972161,https://twitter.com/BlackGeminid/statuses/1585275765850972161,https://twitter.com/BlackGeminid/statuses/1585275765850972161,BlackGeminid,"RT @ridwankamil: Hidup Cianjur! 

Suatu hari dunia boneka sedunia akan dikuasai oleh produk-produk buatan tangan-tangan terampil dari Cianj…","Hidup Cianjur! 

Suatu hari dunia boneka sedunia akan dikuasai oleh produk-produk buatan tangan-tangan terampil dari Cianjur Jawa Barat.

Seperti halnya boneka astoronot yang dijual di Museum Antariksa di Washington DC USA.

#JabarJuara #IndonesiaJuara https://t.co/1C58Way2cD",2022-10-26 10:22:50,Twitter for iPhone,0,9,in,,retweet,,0,0,ridwankamil,80323736,1585275332340219904,323320160,https://pbs.twimg.com/profile_images/1343217117995257861/QVj7-Zpr_normal.jpg,9651,173,52,2011-06-24 12:42:27,"I love dark chocolate, durian and beer",Jakarta Capital Region,
14,1585275103981379586,https://twitter.com/Dediy_orlando/statuses/1585275103981379586,https://twitter.com/Dediy_orlando/statuses/1585275103981379586,Dediy_orlando,@pekok_labil @Sobat_Juara @Aryprasetyo85 @duabelas05 @zkif50 @ranggavega @maman1965 @QrJabar @Smsl_alghozali @Stakof @aultutorialidup @pidibaiq @dsuperboy @ganjarpranowo @ridwankamil Ini daerah mana ?,@pekok_labil @Sobat_Juara @Aryprasetyo85 @duabelas05 @zkif50 @ranggavega @maman1965 @QrJabar @Smsl_alghozali @Stakof @aultutorialidup @pidibaiq @dsuperboy @ganjarpranowo @ridwankamil Ini daerah mana ?,2022-10-26 10:20:12,Twitter for Android,0,0,in,,reply,pekok_labil,130174086,1584601522444603392,,0,0,2331518228,https://pbs.twimg.com/profile_images/1569346087877746688/kD9Cem4t_normal.jpg,8191,381,149,2014-02-07 03:20:30,,"Cimahi Selatan, Indonesia",
15,1585275007097192450,https://twitter.com/Dediy_orlando/statuses/1585275007097192450,https://twitter.com/Dediy_orlando/statuses/1585275007097192450,Dediy_orlando,@Adiatna_san @pekok_labil @Sobat_Juara @Aryprasetyo85 @duabelas05 @zkif50 @ranggavega @maman1965 @QrJabar @Smsl_alghozali @Stakof @aultutorialidup @pidibaiq @dsuperboy @ganjarpranowo @ridwankamil @disdik_jabar @QrJabar dibantos,@Adiatna_san @pekok_labil @Sobat_Juara @Aryprasetyo85 @duabelas05 @zkif50 @ranggavega @maman1965 @QrJabar @Smsl_alghozali @Stakof @aultutorialidup @pidibaiq @dsuperboy @ganjarpranowo @ridwankamil @disdik_jabar @QrJabar dibantos,2022-10-26 10:19:49,Twitter for Android,1,0,es,,reply,Adiatna_san,2913311844,1585264928109125638,,0,0,2331518228,https://pbs.twimg.com/profile_images/1569346087877746688/kD9Cem4t_normal.jpg,8191,381,149,2014-02-07 03:20:30,,"Cimahi Selatan, Indonesia",
16,1585274560563204096,https://twitter.com/faturrosidin/statuses/1585274560563204096,https://twitter.com/faturrosidin/statuses/1585274560563204096,faturrosidin,@WayroonWaz @Joyhoney1004 @Sobat_Juara @Aryprasetyo85 @duabelas05 @zkif50 @ranggavega @maman1965 @QrJabar @Smsl_alghozali @Stakof @aultutorialidup @pidibaiq @dsuperboy @ganjarpranowo @ridwankamil Bermula dari @Aryprasetyo85 yang ga ada etika ini permasalahan Jabar malah bawa-bawa program Jateng jadinya malah berpolitik,@WayroonWaz @Joyhoney1004 @Sobat_Juara @Aryprasetyo85 @duabelas05 @zkif50 @ranggavega @maman1965 @QrJabar @Smsl_alghozali @Stakof @aultutorialidup @pidibaiq @dsuperboy @ganjarpranowo @ridwankamil Bermula dari @Aryprasetyo85 yang ga ada etika ini permasalahan Jabar malah bawa-bawa program Jateng jadinya malah berpolitik,2022-10-26 10:18:02,Twitter for Android,0,0,in,,reply,WayroonWaz,1129001231123226624,1584428940835557376,,0,0,1412044248,https://pbs.twimg.com/profile_images/3657366806/ac8685df81d1322a183f10fd725ce256_normal.jpeg,797,122,53,2013-05-08 01:54:21,,,
17,1585273838333370369,https://twitter.com/faturrosidin/statuses/1585273838333370369,https://twitter.com/faturrosidin/statuses/1585273838333370369,faturrosidin,@PJonath26909892 @ridwankamil Itu udah masa ga dilihat atau kuotanya ga bisa lihat Video ?,@PJonath26909892 @ridwankamil Itu udah masa ga dilihat atau kuotanya ga bisa lihat Video ?,2022-10-26 10:15:10,Twitter for Android,0,0,in,,reply,PJonath26909892,1313595989316579334,1585267302349537281,,0,0,1412044248,https://pbs.twimg.com/profile_images/3657366806/ac8685df81d1322a183f10fd725ce256_normal.jpeg,797,122,53,2013-05-08 01:54:21,,,
18,1585273821354897409,https://twitter.com/pasirangsana_91/statuses/1585273821354897409,https://twitter.com/pasirangsana_91/statuses/1585273821354897409,pasirangsana_91,"RT @ridwankamil: Masih dalam rangkaian Sarling Jabar, berkunjung ke SMAN 1 Kawali, Kabupaten Ciamis.  Dunia pendidikan adalah bibit masa de…","Masih dalam rangkaian Sarling Jabar, berkunjung ke SMAN 1 Kawali, Kabupaten Ciamis.  Dunia pendidikan adalah bibit masa depan. Sekolah harus jadi sekolah yang antihoaks dan toleransi, agar jadi tempat belajar yang nyaman dan saling menghargai. #JabarJuara #IndonesiaJuara -Admin- https://t.co/y3hi7xFugR",2022-10-26 10:15:06,Twitter for Android,0,9,in,,retweet,,0,0,ridwankamil,80323736,1585238206857248769,782158386351570944,https://pbs.twimg.com/profile_images/1484521190425530368/8yZKVLyP_normal.jpg,6542,356,255,2016-10-01 06:01:06,"saya realistis, idealis","Karawang, Jawa Barat",
19,1585273772784787457,https://twitter.com/faturrosidin/statuses/1585273772784787457,https://twitter.com/faturrosidin/statuses/1585273772784787457,faturrosidin,RT @ridwankamil: Krisis pangan menghantui dunia di tahun-tahun mendatang. Karenanya kita harus respons dgn strategi besar di level negara &amp;…,"Krisis pangan menghantui dunia di tahun-tahun mendatang. Karenanya kita harus respons dgn strategi besar di level negara &amp; aksi2 kecil di level warga.

Hayu ber-urban farming bagi warga perkotaan. Gunakan halamannya utk bercocok tanam sederhana untuk keperluan dapur. #JabarJuara https://t.co/4TUV0GlxzN",2022-10-26 10:14:55,Twitter for Android,0,70,in,,retweet,,0,0,ridwankamil,80323736,1584923380377346049,1412044248,https://pbs.twimg.com/profile_images/3657366806/ac8685df81d1322a183f10fd725ce256_normal.jpeg,797,122,53,2013-05-08 01:54:21,,,
20,1585273649640050689,https://twitter.com/cahaya08nkri78/statuses/1585273649640050689,https://twitter.com/cahaya08nkri78/statuses/1585273649640050689,cahaya08nkri78,"@aniesbaswedan @ridwankamil yes

@FPKSDPRRI @PKSejahtera @NasDem @salimsegaf @hnurwahid https://t.co/UII9dhWGKv","@aniesbaswedan @ridwankamil yes

@FPKSDPRRI @PKSejahtera @NasDem @salimsegaf @hnurwahid https://t.co/UII9dhWGKv",2022-10-26 10:14:25,Twitter for Android,0,1,und,"Konferensi Tingkat Tinggi Organisasi Kerjasama Islam, KTT OKI 2022 selama 2 hari diselenggarakan di Bandung terkait lahirnya rencana lahirnya organisasi global baru yaitu Forum MPR sedunia.
Pembukaan KTT dimulai dgn Historical Walk &amp; dibuka oleh Menkopolhukam mewakili Presiden. https://t.co/xryxcbh7mb",quote,ridwankamil,80323736,1585233479339757568,,0,0,1446489145950367745,https://pbs.twimg.com/profile_images/1578058814079008773/Rn6I7tN__normal.jpg,6782,386,26,2021-10-08 10:54:38,,,
21,1585273522993057792,https://twitter.com/Dediy_orlando/statuses/1585273522993057792,https://twitter.com/Dediy_orlando/statuses/1585273522993057792,Dediy_orlando,@AASuardi @ridwankamil https://t.co/Olw0td9B0X dan ini salah satu ajakannya,@AASuardi @ridwankamil https://t.co/Olw0td9B0X dan ini salah satu ajakannya,2022-10-26 10:13:55,Twitter for Android,1,0,in,,reply,AASuardi,207463167,1585271760194310145,,0,0,2331518228,https://pbs.twimg.com/profile_images/1569346087877746688/kD9Cem4t_normal.jpg,8191,381,149,2014-02-07 03:20:30,,"Cimahi Selatan, Indonesia",
22,1585273458274881538,https://twitter.com/cahaya08nkri78/statuses/1585273458274881538,https://twitter.com/cahaya08nkri78/statuses/1585273458274881538,cahaya08nkri78,"RT @ridwankamil: Konferensi Tingkat Tinggi Organisasi Kerjasama Islam, KTT OKI 2022 selama 2 hari diselenggarakan di Bandung terkait lahirn…","Konferensi Tingkat Tinggi Organisasi Kerjasama Islam, KTT OKI 2022 selama 2 hari diselenggarakan di Bandung terkait lahirnya rencana lahirnya organisasi global baru yaitu Forum MPR sedunia.
Pembukaan KTT dimulai dgn Historical Walk &amp; dibuka oleh Menkopolhukam mewakili Presiden. https://t.co/xryxcbh7mb",2022-10-26 10:13:40,Twitter for Android,0,17,in,,retweet,,0,0,ridwankamil,80323736,1585233479339757568,1446489145950367745,https://pbs.twimg.com/profile_images/1578058814079008773/Rn6I7tN__normal.jpg,6782,386,26,2021-10-08 10:54:38,,,
23,1585272155888971776,https://twitter.com/M_4l2ELL/statuses/1585272155888971776,https://twitter.com/M_4l2ELL/statuses/1585272155888971776,M_4l2ELL,@03__nakula @ridwankamil @erickthohir ??????????,@03__nakula @ridwankamil @erickthohir ??????????,2022-10-26 10:08:29,Twitter for Android,0,0,und,,reply,03__nakula,1101696077147729920,1584876854007123968,,0,0,259295362,https://pbs.twimg.com/profile_images/1469570873233268738/obYNo8Pq_normal.jpg,5316,1807,1377,2011-03-01 10:30:03,"#Tansah Eling lan Waspadha#
?Ojo DM
??Kirim duit welcome",,
24,1585271797187895296,https://twitter.com/rkrijuara/statuses/1585271797187895296,https://twitter.com/rkrijuara/statuses/1585271797187895296,rkrijuara,"RT @ridwankamil: Masih dalam rangkaian Sarling Jabar, berkunjung ke SMAN 1 Kawali, Kabupaten Ciamis.  Dunia pendidikan adalah bibit masa de…","Masih dalam rangkaian Sarling Jabar, berkunjung ke SMAN 1 Kawali, Kabupaten Ciamis.  Dunia pendidikan adalah bibit masa depan. Sekolah harus jadi sekolah yang antihoaks dan toleransi, agar jadi tempat belajar yang nyaman dan saling menghargai. #JabarJuara #IndonesiaJuara -Admin- https://t.co/y3hi7xFugR",2022-10-26 10:07:04,Twitter for Android,0,9,in,,retweet,,0,0,ridwankamil,80323736,1585238206857248769,1531971112929615872,https://pbs.twimg.com/profile_images/1575752039388151810/juMRmnXh_normal.jpg,1824,545,120,2022-06-01 08:09:28,"Akun Resmi Relawan RKRI Juara
https://t.co/BOCQOSMaiw","Jawa Barat, Indonesia",
25,1585271763570548738,https://twitter.com/rkrijuara/statuses/1585271763570548738,https://twitter.com/rkrijuara/statuses/1585271763570548738,rkrijuara,"RT @ridwankamil: Hari Rabu ini, dalam rangkaian acara Sarling Jabar, bersilaturahmi dengan tokoh masyarakat Kabupaten Ciamis.
Penuh dengan…","Hari Rabu ini, dalam rangkaian acara Sarling Jabar, bersilaturahmi dengan tokoh masyarakat Kabupaten Ciamis.
Penuh dengan semangat, sambutan hangat, ikatan semakin erat. #JabarJuara #IndonesiaJuara -Admin- https://t.co/MzhP4fGs7l",2022-10-26 10:06:56,Twitter for Android,0,15,in,,retweet,,0,0,ridwankamil,80323736,1585219898862899200,1531971112929615872,https://pbs.twimg.com/profile_images/1575752039388151810/juMRmnXh_normal.jpg,1824,545,120,2022-06-01 08:09:28,"Akun Resmi Relawan RKRI Juara
https://t.co/BOCQOSMaiw","Jawa Barat, Indonesia",
26,1585271760194310145,https://twitter.com/AASuardi/statuses/1585271760194310145,https://twitter.com/AASuardi/statuses/1585271760194310145,AASuardi,@ridwankamil Katanya IKN bakal menjadi kota Sepi kalau cuma PNS dan ANS saja penghuninya. Kota Bandung itu sangat padat sekali dan khususnya jawa barat ptovinsi terpadat di indonesia  harusnya gubernur yg penduduknya sudah melebihi Kapazität punya ide mengirim penduduknya berbisnis di IKN.,@ridwankamil Katanya IKN bakal menjadi kota Sepi kalau cuma PNS dan ANS saja penghuninya. Kota Bandung itu sangat padat sekali dan khususnya jawa barat ptovinsi terpadat di indonesia  harusnya gubernur yg penduduknya sudah melebihi Kapazität punya ide mengirim penduduknya berbisnis di IKN.,2022-10-26 10:06:55,Twitter for Android,0,0,in,,reply,ridwankamil,80323736,1585233479339757568,,0,0,207463167,https://pbs.twimg.com/profile_images/1401032800891985922/tkqEmaI2_normal.jpg,123,31,8,2010-10-25 07:22:54,,,
27,1585271668070486021,https://twitter.com/rkrijuara/statuses/1585271668070486021,https://twitter.com/rkrijuara/statuses/1585271668070486021,rkrijuara,"RT @ridwankamil: Konferensi Tingkat Tinggi Organisasi Kerjasama Islam, KTT OKI 2022 selama 2 hari diselenggarakan di Bandung terkait lahirn…","Konferensi Tingkat Tinggi Organisasi Kerjasama Islam, KTT OKI 2022 selama 2 hari diselenggarakan di Bandung terkait lahirnya rencana lahirnya organisasi global baru yaitu Forum MPR sedunia.
Pembukaan KTT dimulai dgn Historical Walk &amp; dibuka oleh Menkopolhukam mewakili Presiden. https://t.co/xryxcbh7mb",2022-10-26 10:06:33,Twitter for Android,0,17,in,,retweet,,0,0,ridwankamil,80323736,1585233479339757568,1531971112929615872,https://pbs.twimg.com/profile_images/1575752039388151810/juMRmnXh_normal.jpg,1824,545,120,2022-06-01 08:09:28,"Akun Resmi Relawan RKRI Juara
https://t.co/BOCQOSMaiw","Jawa Barat, Indonesia",
28,1585271137272942593,https://twitter.com/Sugiant71401887/statuses/1585271137272942593,https://twitter.com/Sugiant71401887/statuses/1585271137272942593,Sugiant71401887,"@ridwankamil Presiden RI sdg ngacir ketengah hutan n ngluyur ketengah pasar.. Pantas sj klo LN mndpt sambutan ala kadarnya.. Sidang umum PBB mangkir, pertemuan OKI ga hadir..!!! ( minder kali) ??","@ridwankamil Presiden RI sdg ngacir ketengah hutan n ngluyur ketengah pasar.. Pantas sj klo LN mndpt sambutan ala kadarnya.. Sidang umum PBB mangkir, pertemuan OKI ga hadir..!!! ( minder kali) ??",2022-10-26 10:04:26,Twitter for Android,0,0,in,,reply,ridwankamil,80323736,1585233479339757568,,0,0,1071694565260713985,https://pbs.twimg.com/profile_images/1333796068086059009/oE2EGxEG_normal.jpg,5420,13,14,2018-12-09 04:14:30,,,
29,1585270381018947585,https://twitter.com/NinaSa_Gi/statuses/1585270381018947585,https://twitter.com/NinaSa_Gi/statuses/1585270381018947585,NinaSa_Gi,"RT @ridwankamil: Mau beasiswa D1 sampai S3 Doktoral? Daftar ke @jfls_jabar dan @disdik_jabar.

Beasiewa keren dari Pemprov Jawa Barat dalam…","Mau beasiswa D1 sampai S3 Doktoral? Daftar ke @jfls_jabar dan @disdik_jabar.

Beasiewa keren dari Pemprov Jawa Barat dalam format Jabar Future Leader Scholarship. Diberikan untuk mahasiswa Jawa Barat yang kuliah di seluruh Perguruan Tinggi Indonesia.

#JabarJuara #IndonesiaJuara https://t.co/KkShXlpib5",2022-10-26 10:01:26,Twitter Web App,0,57,in,,retweet,,0,0,ridwankamil,80323736,1584802967496298498,357941583,https://pbs.twimg.com/profile_images/1366087814702456834/Tjlb53z2_normal.jpg,4463,372,221,2011-08-18 23:55:18,Partner menampung keluh kesahmu.,Ciamis-Yogyakarta,
30,1585269851198615552,https://twitter.com/NinaSa_Gi/statuses/1585269851198615552,https://twitter.com/NinaSa_Gi/statuses/1585269851198615552,NinaSa_Gi,"RT @ridwankamil: Masih dalam rangkaian Sarling Jabar, berkunjung ke SMAN 1 Kawali, Kabupaten Ciamis.  Dunia pendidikan adalah bibit masa de…","Masih dalam rangkaian Sarling Jabar, berkunjung ke SMAN 1 Kawali, Kabupaten Ciamis.  Dunia pendidikan adalah bibit masa depan. Sekolah harus jadi sekolah yang antihoaks dan toleransi, agar jadi tempat belajar yang nyaman dan saling menghargai. #JabarJuara #IndonesiaJuara -Admin- https://t.co/y3hi7xFugR",2022-10-26 09:59:20,Twitter Web App,0,9,in,,retweet,,0,0,ridwankamil,80323736,1585238206857248769,357941583,https://pbs.twimg.com/profile_images/1366087814702456834/Tjlb53z2_normal.jpg,4463,372,221,2011-08-18 23:55:18,Partner menampung keluh kesahmu.,Ciamis-Yogyakarta,
31,1585269483274313730,https://twitter.com/bobotoh02343133/statuses/1585269483274313730,https://twitter.com/bobotoh02343133/statuses/1585269483274313730,bobotoh02343133,RT @herdiat_sunarya: Siaran Keliling (Sarling) Bapak Gubernur Jawa Barat @ridwankamil dan Bunda Literasi Jawa Barat Ibu Atalia Praratya di…,"Siaran Keliling (Sarling) Bapak Gubernur Jawa Barat @ridwankamil dan Bunda Literasi Jawa Barat Ibu Atalia Praratya di Kabupaten Ciamis. 

#sarling 
#ciamis2022 https://t.co/KYSuDnqbe0",2022-10-26 09:57:52,Twitter for Android,0,1,in,,retweet,,0,0,herdiat_sunarya,3139203660,1585269166008782849,1565637500303200256,https://pbs.twimg.com/profile_images/1585268814505136129/RHS3JZnF_normal.jpg,773,105,9,2022-09-02 05:47:34,akulah pendukung MU,USA Urang Sunda Asli,
32,1585269293628805121,https://twitter.com/darwinmanik5/statuses/1585269293628805121,https://twitter.com/darwinmanik5/statuses/1585269293628805121,darwinmanik5,@bumnbersatu @jokowi @_ekokuntadhi @WartaEkonomi @ganjarpranowo @aniesbaswedan @HarisRuslyMoti @prabowo @ListyoSigitP @ridwankamil @budimandjatmiko @ChusnulCh__ @LOVE_AG4EVER__ @berlianidris @SuryaBorneo amen...,@bumnbersatu @jokowi @_ekokuntadhi @WartaEkonomi @ganjarpranowo @aniesbaswedan @HarisRuslyMoti @prabowo @ListyoSigitP @ridwankamil @budimandjatmiko @ChusnulCh__ @LOVE_AG4EVER__ @berlianidris @SuryaBorneo amen...,2022-10-26 09:57:07,Twitter for Android,0,0,en,,reply,bumnbersatu,191951600,1585101705716600832,,0,0,1472168220,https://pbs.twimg.com/profile_images/1582215650595942402/pIIYxmrK_normal.jpg,4256,850,693,2013-05-31 09:43:12,bersama tidak harus sama,labuhanbatu selatan,
