id,tweetid,guid,link,author,title,description,pubdate,source,favorite_count,retweet_count,lang,quoted_text,tweet_type,in_reply_to_screen_name,in_reply_to_user_id,in_reply_to_status_id,retweeted_screen_name,retweeted_user_id,retweeted_status_id,user_id,profile_image_url,user_statuses_count,user_friends_count,user_followers_count,user_created_at,user_bio,user_location,user_verified,
1,1605605280829820928,"https://twitter.com/terkinidotid/statuses/1605605280829820928","https://twitter.com/terkinidotid/statuses/1605605280829820928","terkinidotid","Berapa UMK Kabupaten Sukabumi di 2023?: Bulan Desember tahun 2022 ini Upah minimum kabupaten/kota Sukabumi (UMK) 2023 resmi ditetapkan, hal tersebut disampaikan oleh Dinas Tenaga Kerja dan… https://t.co/agLeUsKtRe #News #2023 #Disnakertrans #KabupatenKota #RidwanKamil","Berapa UMK Kabupaten Sukabumi di 2023?: Bulan Desember tahun 2022 ini Upah minimum kabupaten/kota Sukabumi (UMK) 2023 resmi ditetapkan, hal tersebut disampaikan oleh Dinas Tenaga Kerja dan… https://t.co/agLeUsKtRe #News #2023 #Disnakertrans #KabupatenKota #RidwanKamil","2022-12-21 11:45:04","dlvr.it",0,0,"in","","original","",0,0,"",0,0,123757780,"https://pbs.twimg.com/profile_images/1362958100991406087/LLAjuq7m_normal.jpg",59579,475,11514,"2010-03-17 00:16:53","https://t.co/bbn90zxutU adalah portal berita independen yang telah terverifikasi dewan pers Indonesia. Motto kami adalah Cerdas Tak Menggurui","Makassar, Indonesia","",
2,1605593665878884352,"https://twitter.com/ahyathalda/statuses/1605593665878884352","https://twitter.com/ahyathalda/statuses/1605593665878884352","ahyathalda","semoga kerjasamanya segera direalisasikan #bersamajuara #ridwankamil https://t.co/s11uofemud","semoga kerjasamanya segera direalisasikan #bersamajuara #ridwankamil https://t.co/s11uofemud","2022-12-21 10:58:55","Twitter Web App",0,0,"in","Pj Gubernur DKI Jakarta Heru Budi Hartono berdiskusi dengan Gubernur Jawa Barat @ridwankamil di Balai Kota, Jakarta Pusat. Keduanya membahas berbagai kerja sama yang bisa dilakukan antara dua provinsi yang berbatasan ini. https://t.co/0FsZLrypcj  #BersamaJuara","quote","twettyayu",483896158,1605450145687928833,"",0,0,2421663451,"https://pbs.twimg.com/profile_images/574898229466157056/5KBYFIyL_normal.jpeg",584,88,198,"2014-04-01 02:33:55","Salah satu sifat munafik itu ialah menganggap nasihat org sbagai sindiran kpd y, sebab itu dia tak mau menerima y.","Barong tongkok. (Kubar)","",
3,1605593451608711168,"https://twitter.com/ahyathalda/statuses/1605593451608711168","https://twitter.com/ahyathalda/statuses/1605593451608711168","ahyathalda","Masjid Al-Jabbar adalah mahakarya dari sang maestro #ridwankamil #bersamajuara https://t.co/85JZsowa8u","Masjid Al-Jabbar adalah mahakarya dari sang maestro #ridwankamil #bersamajuara https://t.co/85JZsowa8u","2022-12-21 10:58:04","Twitter Web App",0,0,"in","Masjid Al Jabbar adalah rancangan dari Ridwan Kamil yang saat itu belum menjabat sebagai Gubernur Jawa Barat. Dan Masjid Al Jabbar adalah mahakarya Jawa Barat arsiteknya Kang Emil. https://t.co/4VTkTcrKyc  #BersamaJuara","quote","twettyayu",483896158,1605449688039452672,"",0,0,2421663451,"https://pbs.twimg.com/profile_images/574898229466157056/5KBYFIyL_normal.jpeg",584,88,198,"2014-04-01 02:33:55","Salah satu sifat munafik itu ialah menganggap nasihat org sbagai sindiran kpd y, sebab itu dia tak mau menerima y.","Barong tongkok. (Kubar)","",
4,1605593015564718081,"https://twitter.com/ahyathalda/statuses/1605593015564718081","https://twitter.com/ahyathalda/statuses/1605593015564718081","ahyathalda","harus segera di-action bersama-sama #bersamajuara #ridwankamil https://t.co/SoMObWg56O","harus segera di-action bersama-sama #bersamajuara #ridwankamil https://t.co/SoMObWg56O","2022-12-21 10:56:20","Twitter Web App",0,0,"in","@ridwankamil dan Heru Budi Hartono membahas sejumlah masalah yang menyangkut dengan kedua provinsi yaitu banjir dan kependudukan. Dua masalah yang harus diselesaikan secara bersama-sama oleh kedua pemerintah provinsi.   https://t.co/m0eWEZjCbp  #BersamaJuara","quote","twettyayu",483896158,1605448876601008128,"",0,0,2421663451,"https://pbs.twimg.com/profile_images/574898229466157056/5KBYFIyL_normal.jpeg",584,88,198,"2014-04-01 02:33:55","Salah satu sifat munafik itu ialah menganggap nasihat org sbagai sindiran kpd y, sebab itu dia tak mau menerima y.","Barong tongkok. (Kubar)","",
5,1605591573625901056,"https://twitter.com/FandaraRasya/statuses/1605591573625901056","https://twitter.com/FandaraRasya/statuses/1605591573625901056","FandaraRasya","@evamuzdalifah15 Pasti itu #bersamajuara #ridwankamil","@evamuzdalifah15 Pasti itu #bersamajuara #ridwankamil","2022-12-21 10:50:36","Twitter Web App",0,0,"in","","reply","evamuzdalifah15",502979605,1605485498532696065,"",0,0,1103591324186361856,"https://pbs.twimg.com/profile_images/1103716131141898241/AdGIfgLs_normal.jpg",368,20,6,"2019-03-07 04:40:50","Fanda Busan panda","","",
6,1605591425449541632,"https://twitter.com/FandaraRasya/statuses/1605591425449541632","https://twitter.com/FandaraRasya/statuses/1605591425449541632","FandaraRasya","@evamuzdalifah15 @wulanrahmasari1 Mantab kan #bersamajuara #ridwankamil","@evamuzdalifah15 @wulanrahmasari1 Mantab kan #bersamajuara #ridwankamil","2022-12-21 10:50:00","Twitter Web App",0,0,"in","","reply","evamuzdalifah15",502979605,1605484853192888320,"",0,0,1103591324186361856,"https://pbs.twimg.com/profile_images/1103716131141898241/AdGIfgLs_normal.jpg",368,20,6,"2019-03-07 04:40:50","Fanda Busan panda","","",
7,1605591391358181384,"https://twitter.com/FandaraRasya/statuses/1605591391358181384","https://twitter.com/FandaraRasya/statuses/1605591391358181384","FandaraRasya","@EnditaTata @wulanrahmasari1 Apa tuhh #bersamajuara #ridwankamil","@EnditaTata @wulanrahmasari1 Apa tuhh #bersamajuara #ridwankamil","2022-12-21 10:49:52","Twitter Web App",0,0,"in","","reply","EnditaTata",482480212,1605582074059948032,"",0,0,1103591324186361856,"https://pbs.twimg.com/profile_images/1103716131141898241/AdGIfgLs_normal.jpg",368,20,6,"2019-03-07 04:40:50","Fanda Busan panda","","",
8,1605591215071563777,"https://twitter.com/ahyathalda/statuses/1605591215071563777","https://twitter.com/ahyathalda/statuses/1605591215071563777","ahyathalda","Diklaim Bakal Masuk PAN, Ridwan Kamil Bilang Begini:""Nanti pasti dikabari, tenang aja,"" kata RK https://t.co/CLbDwDt0Wn #bersamajuara #ridwankamil","Diklaim Bakal Masuk PAN, Ridwan Kamil Bilang Begini:""Nanti pasti dikabari, tenang aja,"" kata RK https://t.co/CLbDwDt0Wn #bersamajuara #ridwankamil","2022-12-21 10:49:10","Twitter Web App",0,0,"in","","original","",0,0,"",0,0,2421663451,"https://pbs.twimg.com/profile_images/574898229466157056/5KBYFIyL_normal.jpeg",584,88,198,"2014-04-01 02:33:55","Salah satu sifat munafik itu ialah menganggap nasihat org sbagai sindiran kpd y, sebab itu dia tak mau menerima y.","Barong tongkok. (Kubar)","",
9,1605591212756414465,"https://twitter.com/FandaraRasya/statuses/1605591212756414465","https://twitter.com/FandaraRasya/statuses/1605591212756414465","FandaraRasya","@evamuzdalifah15 Juara lebih tepatnya #bersamajuara #ridwankamil","@evamuzdalifah15 Juara lebih tepatnya #bersamajuara #ridwankamil","2022-12-21 10:49:10","Twitter Web App",0,0,"in","","reply","evamuzdalifah15",502979605,1605483738988630016,"",0,0,1103591324186361856,"https://pbs.twimg.com/profile_images/1103716131141898241/AdGIfgLs_normal.jpg",368,20,6,"2019-03-07 04:40:50","Fanda Busan panda","","",
10,1605591163171246080,"https://twitter.com/FandaraRasya/statuses/1605591163171246080","https://twitter.com/FandaraRasya/statuses/1605591163171246080","FandaraRasya","@febbynovalia Harus donk #bersamajuara #ridwankamil","@febbynovalia Harus donk #bersamajuara #ridwankamil","2022-12-21 10:48:58","Twitter Web App",0,0,"in","","reply","febbynovalia",1221710966,1605542314180370432,"",0,0,1103591324186361856,"https://pbs.twimg.com/profile_images/1103716131141898241/AdGIfgLs_normal.jpg",368,20,6,"2019-03-07 04:40:50","Fanda Busan panda","","",
11,1605591083018113024,"https://twitter.com/FandaraRasya/statuses/1605591083018113024","https://twitter.com/FandaraRasya/statuses/1605591083018113024","FandaraRasya","@evamuzdalifah15 @wulanrahmasari1 Setuju #bersamajuara #ridwankamil","@evamuzdalifah15 @wulanrahmasari1 Setuju #bersamajuara #ridwankamil","2022-12-21 10:48:39","Twitter Web App",0,0,"in","","reply","evamuzdalifah15",502979605,1605483205435346944,"",0,0,1103591324186361856,"https://pbs.twimg.com/profile_images/1103716131141898241/AdGIfgLs_normal.jpg",368,20,6,"2019-03-07 04:40:50","Fanda Busan panda","","",
12,1605590888813514752,"https://twitter.com/FandaraRasya/statuses/1605590888813514752","https://twitter.com/FandaraRasya/statuses/1605590888813514752","FandaraRasya","@fadillahadam21 @ridwankamil KOk pindah jalur ? #bersamajuara #ridwankamil","@fadillahadam21 @ridwankamil KOk pindah jalur ? #bersamajuara #ridwankamil","2022-12-21 10:47:52","Twitter Web App",0,0,"in","","reply","fadillahadam21",2547757981,1605481997304053761,"",0,0,1103591324186361856,"https://pbs.twimg.com/profile_images/1103716131141898241/AdGIfgLs_normal.jpg",368,20,6,"2019-03-07 04:40:50","Fanda Busan panda","","",
13,1605590780575248384,"https://twitter.com/FandaraRasya/statuses/1605590780575248384","https://twitter.com/FandaraRasya/statuses/1605590780575248384","FandaraRasya","@fadillahadam21 @wulanrahmasari1 Yup setuju #bersamajuara #ridwankamil","@fadillahadam21 @wulanrahmasari1 Yup setuju #bersamajuara #ridwankamil","2022-12-21 10:47:27","Twitter Web App",0,0,"in","","reply","fadillahadam21",2547757981,1605481431186100225,"",0,0,1103591324186361856,"https://pbs.twimg.com/profile_images/1103716131141898241/AdGIfgLs_normal.jpg",368,20,6,"2019-03-07 04:40:50","Fanda Busan panda","","",
14,1605590697783857152,"https://twitter.com/FandaraRasya/statuses/1605590697783857152","https://twitter.com/FandaraRasya/statuses/1605590697783857152","FandaraRasya","@fadillahadam21 Berkali kali juga boleh #bersamajuara #ridwankamil","@fadillahadam21 Berkali kali juga boleh #bersamajuara #ridwankamil","2022-12-21 10:47:07","Twitter Web App",0,0,"in","","reply","fadillahadam21",2547757981,1605480598184681472,"",0,0,1103591324186361856,"https://pbs.twimg.com/profile_images/1103716131141898241/AdGIfgLs_normal.jpg",368,20,6,"2019-03-07 04:40:50","Fanda Busan panda","","",
15,1605590659762556929,"https://twitter.com/FandaraRasya/statuses/1605590659762556929","https://twitter.com/FandaraRasya/statuses/1605590659762556929","FandaraRasya","@iftha53 Hahah warga donk #bersamajuara #ridwankamil","@iftha53 Hahah warga donk #bersamajuara #ridwankamil","2022-12-21 10:46:58","Twitter Web App",0,0,"in","","reply","iftha53",2276248687,1605588544822857730,"",0,0,1103591324186361856,"https://pbs.twimg.com/profile_images/1103716131141898241/AdGIfgLs_normal.jpg",368,20,6,"2019-03-07 04:40:50","Fanda Busan panda","","",
16,1605590459153207296,"https://twitter.com/FandaraRasya/statuses/1605590459153207296","https://twitter.com/FandaraRasya/statuses/1605590459153207296","FandaraRasya","@fadillahadam21 Tunggu juni 2023 kalau gitu #bersamajuara #ridwankamil","@fadillahadam21 Tunggu juni 2023 kalau gitu #bersamajuara #ridwankamil","2022-12-21 10:46:10","Twitter Web App",0,0,"in","","reply","fadillahadam21",2547757981,1605478296082214913,"",0,0,1103591324186361856,"https://pbs.twimg.com/profile_images/1103716131141898241/AdGIfgLs_normal.jpg",368,20,6,"2019-03-07 04:40:50","Fanda Busan panda","","",
17,1605590254362054660,"https://twitter.com/FandaraRasya/statuses/1605590254362054660","https://twitter.com/FandaraRasya/statuses/1605590254362054660","FandaraRasya","@febbynovalia Iya itu pasti #bersamajuara #ridwankamil","@febbynovalia Iya itu pasti #bersamajuara #ridwankamil","2022-12-21 10:45:21","Twitter Web App",0,0,"in","","reply","febbynovalia",1221710966,1605539649379635200,"",0,0,1103591324186361856,"https://pbs.twimg.com/profile_images/1103716131141898241/AdGIfgLs_normal.jpg",368,20,6,"2019-03-07 04:40:50","Fanda Busan panda","","",
18,1605590213970968578,"https://twitter.com/FandaraRasya/statuses/1605590213970968578","https://twitter.com/FandaraRasya/statuses/1605590213970968578","FandaraRasya","@wulanrahmasari1 Masa depan bangsa #bersamajuara #ridwankamil","@wulanrahmasari1 Masa depan bangsa #bersamajuara #ridwankamil","2022-12-21 10:45:12","Twitter Web App",0,0,"in","","reply","wulanrahmasari1",2267100888,1605585138871672836,"",0,0,1103591324186361856,"https://pbs.twimg.com/profile_images/1103716131141898241/AdGIfgLs_normal.jpg",368,20,6,"2019-03-07 04:40:50","Fanda Busan panda","","",
19,1605590106013777921,"https://twitter.com/FandaraRasya/statuses/1605590106013777921","https://twitter.com/FandaraRasya/statuses/1605590106013777921","FandaraRasya","@febbynovalia @iftha53 Itu pasti sih #bersamajuara #ridwankamil","@febbynovalia @iftha53 Itu pasti sih #bersamajuara #ridwankamil","2022-12-21 10:44:46","Twitter Web App",0,0,"in","","reply","febbynovalia",1221710966,1605538973505359873,"",0,0,1103591324186361856,"https://pbs.twimg.com/profile_images/1103716131141898241/AdGIfgLs_normal.jpg",368,20,6,"2019-03-07 04:40:50","Fanda Busan panda","","",
20,1605590077823864832,"https://twitter.com/FandaraRasya/statuses/1605590077823864832","https://twitter.com/FandaraRasya/statuses/1605590077823864832","FandaraRasya","@wulanrahmasari1 @iftha53 Anak indi donk #bersamajuara #ridwankamil","@wulanrahmasari1 @iftha53 Anak indi donk #bersamajuara #ridwankamil","2022-12-21 10:44:39","Twitter Web App",0,0,"in","","reply","wulanrahmasari1",2267100888,1605586144917610496,"",0,0,1103591324186361856,"https://pbs.twimg.com/profile_images/1103716131141898241/AdGIfgLs_normal.jpg",368,20,6,"2019-03-07 04:40:50","Fanda Busan panda","","",
21,1605589914745044992,"https://twitter.com/FandaraRasya/statuses/1605589914745044992","https://twitter.com/FandaraRasya/statuses/1605589914745044992","FandaraRasya","@fadillahadam21 @ridwankamil iya kita tunggu aja #bersamajuara #ridwankamil","@fadillahadam21 @ridwankamil iya kita tunggu aja #bersamajuara #ridwankamil","2022-12-21 10:44:00","Twitter Web App",0,0,"in","","reply","fadillahadam21",2547757981,1605475578508824579,"",0,0,1103591324186361856,"https://pbs.twimg.com/profile_images/1103716131141898241/AdGIfgLs_normal.jpg",368,20,6,"2019-03-07 04:40:50","Fanda Busan panda","","",
22,1605589859468316673,"https://twitter.com/FandaraRasya/statuses/1605589859468316673","https://twitter.com/FandaraRasya/statuses/1605589859468316673","FandaraRasya","@febbynovalia @ridwankamil AApanya ? #bersamajuara #ridwankamil","@febbynovalia @ridwankamil AApanya ? #bersamajuara #ridwankamil","2022-12-21 10:43:47","Twitter Web App",0,0,"in","","reply","febbynovalia",1221710966,1605537614852788224,"",0,0,1103591324186361856,"https://pbs.twimg.com/profile_images/1103716131141898241/AdGIfgLs_normal.jpg",368,20,6,"2019-03-07 04:40:50","Fanda Busan panda","","",
23,1605589808918589441,"https://twitter.com/FandaraRasya/statuses/1605589808918589441","https://twitter.com/FandaraRasya/statuses/1605589808918589441","FandaraRasya","@BambangDewangga @ridwankamil Apanya #bersamajuara #ridwankamil","@BambangDewangga @ridwankamil Apanya #bersamajuara #ridwankamil","2022-12-21 10:43:35","Twitter Web App",0,0,"in","","reply","BambangDewangga",517841177,1605575260887212033,"",0,0,1103591324186361856,"https://pbs.twimg.com/profile_images/1103716131141898241/AdGIfgLs_normal.jpg",368,20,6,"2019-03-07 04:40:50","Fanda Busan panda","","",
24,1605589689351540738,"https://twitter.com/FandaraRasya/statuses/1605589689351540738","https://twitter.com/FandaraRasya/statuses/1605589689351540738","FandaraRasya","@fadillahadam21 @iftha53 @ridwankamil Nah ya kan banyak yg setuju #bersamajuara #ridwankamil","@fadillahadam21 @iftha53 @ridwankamil Nah ya kan banyak yg setuju #bersamajuara #ridwankamil","2022-12-21 10:43:07","Twitter Web App",0,0,"in","","reply","fadillahadam21",2547757981,1605474847198285824,"",0,0,1103591324186361856,"https://pbs.twimg.com/profile_images/1103716131141898241/AdGIfgLs_normal.jpg",368,20,6,"2019-03-07 04:40:50","Fanda Busan panda","","",
25,1605589631126278144,"https://twitter.com/FandaraRasya/statuses/1605589631126278144","https://twitter.com/FandaraRasya/statuses/1605589631126278144","FandaraRasya","@febbynovalia @iftha53 @ridwankamil Betul banget #bersamajuara #ridwankamil","@febbynovalia @iftha53 @ridwankamil Betul banget #bersamajuara #ridwankamil","2022-12-21 10:42:53","Twitter Web App",0,0,"in","","reply","febbynovalia",1221710966,1605534933656555520,"",0,0,1103591324186361856,"https://pbs.twimg.com/profile_images/1103716131141898241/AdGIfgLs_normal.jpg",368,20,6,"2019-03-07 04:40:50","Fanda Busan panda","","",
26,1605589549890928647,"https://twitter.com/FandaraRasya/statuses/1605589549890928647","https://twitter.com/FandaraRasya/statuses/1605589549890928647","FandaraRasya","@wulanrahmasari1 @iftha53 @ridwankamil Harusnya begitu #bersamajuara #ridwankamil","@wulanrahmasari1 @iftha53 @ridwankamil Harusnya begitu #bersamajuara #ridwankamil","2022-12-21 10:42:33","Twitter Web App",0,0,"in","","reply","wulanrahmasari1",2267100888,1605581709491200002,"",0,0,1103591324186361856,"https://pbs.twimg.com/profile_images/1103716131141898241/AdGIfgLs_normal.jpg",368,20,6,"2019-03-07 04:40:50","Fanda Busan panda","","",
27,1605589440813879296,"https://twitter.com/FandaraRasya/statuses/1605589440813879296","https://twitter.com/FandaraRasya/statuses/1605589440813879296","FandaraRasya","@fawahida @nurhayatinnufus Semoga yaa #bersamajuara #ridwankamil","@fawahida @nurhayatinnufus Semoga yaa #bersamajuara #ridwankamil","2022-12-21 10:42:07","Twitter Web App",0,0,"in","","reply","fawahida",931437350,1605472501223395328,"",0,0,1103591324186361856,"https://pbs.twimg.com/profile_images/1103716131141898241/AdGIfgLs_normal.jpg",368,20,6,"2019-03-07 04:40:50","Fanda Busan panda","","",
28,1605589236215730177,"https://twitter.com/FandaraRasya/statuses/1605589236215730177","https://twitter.com/FandaraRasya/statuses/1605589236215730177","FandaraRasya","@putriikiraanna Semoga terwujud #bersamajuara #ridwankamil","@putriikiraanna Semoga terwujud #bersamajuara #ridwankamil","2022-12-21 10:41:18","Twitter Web App",0,0,"in","","reply","putriikiraanna",2480594544,1605565569725599748,"",0,0,1103591324186361856,"https://pbs.twimg.com/profile_images/1103716131141898241/AdGIfgLs_normal.jpg",368,20,6,"2019-03-07 04:40:50","Fanda Busan panda","","",
29,1605589158751219713,"https://twitter.com/FandaraRasya/statuses/1605589158751219713","https://twitter.com/FandaraRasya/statuses/1605589158751219713","FandaraRasya","@fawahida Joss pokoknya #bersamajuara #ridwankamil","@fawahida Joss pokoknya #bersamajuara #ridwankamil","2022-12-21 10:41:00","Twitter Web App",0,0,"in","","reply","fawahida",931437350,1605472911808028677,"",0,0,1103591324186361856,"https://pbs.twimg.com/profile_images/1103716131141898241/AdGIfgLs_normal.jpg",368,20,6,"2019-03-07 04:40:50","Fanda Busan panda","","",
30,1605589113532317697,"https://twitter.com/FandaraRasya/statuses/1605589113532317697","https://twitter.com/FandaraRasya/statuses/1605589113532317697","FandaraRasya","@DesyaDrs1 Pastinya #bersamajuara #ridwankamil","@DesyaDrs1 Pastinya #bersamajuara #ridwankamil","2022-12-21 10:40:49","Twitter Web App",0,0,"in","","reply","DesyaDrs1",329206037,1605506175956439040,"",0,0,1103591324186361856,"https://pbs.twimg.com/profile_images/1103716131141898241/AdGIfgLs_normal.jpg",368,20,6,"2019-03-07 04:40:50","Fanda Busan panda","","",
31,1605589072256212992,"https://twitter.com/FandaraRasya/statuses/1605589072256212992","https://twitter.com/FandaraRasya/statuses/1605589072256212992","FandaraRasya","@nurhayatinnufus Iya donk #bersamajuara #ridwankamil","@nurhayatinnufus Iya donk #bersamajuara #ridwankamil","2022-12-21 10:40:39","Twitter Web App",0,0,"in","","reply","nurhayatinnufus",2161010000,1605573050006740992,"",0,0,1103591324186361856,"https://pbs.twimg.com/profile_images/1103716131141898241/AdGIfgLs_normal.jpg",368,20,6,"2019-03-07 04:40:50","Fanda Busan panda","","",
32,1605588005518946304,"https://twitter.com/firman__nurhuda/statuses/1605588005518946304","https://twitter.com/firman__nurhuda/statuses/1605588005518946304","firman__nurhuda","RT @pinterpolitik: Dia milikku, bukan milikmu. Dia untukku, bukan untukmu.~ @ridwankamil  #ridwankamil #parpol #golkar #pan #partaiamanatna…","Dia milikku, bukan milikmu. Dia untukku, bukan untukmu.~ @ridwankamil  #ridwankamil #parpol #golkar #pan #partaiamanatnasional #kosgoro #infografis #infografik #pinterpolitik #politikindonesia #beritapolitik #beritapolitikterkini #beritapolitikterbaru #suarapolitikmilenials https://t.co/uti9SPQPM9","2022-12-21 10:36:25","Twitter for Android",0,1,"in","","retweet","",0,0,"pinterpolitik",798770586784702464,1605563741763866624,1424573456029347840,"https://pbs.twimg.com/profile_images/1597102244100308998/y53K3snw_normal.jpg",35530,505,375,"2021-08-08 23:29:28","Firman Nurhuda Official Account Twitter | Tagar: #banggabuatanindonesia |👨‍⚖Candidates for Judges and Politicians | Dikelola Oleh Tim MC | Cuitan Pribadi ⏩ #FN","Republic Of Indonesia ","",
33,1605587993095389191,"https://twitter.com/FandaraRasya/statuses/1605587993095389191","https://twitter.com/FandaraRasya/statuses/1605587993095389191","FandaraRasya","@fawahida Kedepannya doank ? #bersamajuara #ridwankamil","@fawahida Kedepannya doank ? #bersamajuara #ridwankamil","2022-12-21 10:36:22","Twitter Web App",0,0,"in","","reply","fawahida",931437350,1605471203782578176,"",0,0,1103591324186361856,"https://pbs.twimg.com/profile_images/1103716131141898241/AdGIfgLs_normal.jpg",368,20,6,"2019-03-07 04:40:50","Fanda Busan panda","","",
34,1605587951122911232,"https://twitter.com/FandaraRasya/statuses/1605587951122911232","https://twitter.com/FandaraRasya/statuses/1605587951122911232","FandaraRasya","@Ria14_SonIqbaal memang apa #bersamajuara #ridwankamil","@Ria14_SonIqbaal memang apa #bersamajuara #ridwankamil","2022-12-21 10:36:12","Twitter Web App",0,0,"in","","reply","Ria14_SonIqbaal",2171860465,1605568124371222530,"",0,0,1103591324186361856,"https://pbs.twimg.com/profile_images/1103716131141898241/AdGIfgLs_normal.jpg",368,20,6,"2019-03-07 04:40:50","Fanda Busan panda","","",
35,1605587918470250496,"https://twitter.com/FandaraRasya/statuses/1605587918470250496","https://twitter.com/FandaraRasya/statuses/1605587918470250496","FandaraRasya","@DesyaDrs1 Harus donk #bersamajuara #ridwankamil","@DesyaDrs1 Harus donk #bersamajuara #ridwankamil","2022-12-21 10:36:04","Twitter Web App",0,0,"in","","reply","DesyaDrs1",329206037,1605503252786577408,"",0,0,1103591324186361856,"https://pbs.twimg.com/profile_images/1103716131141898241/AdGIfgLs_normal.jpg",368,20,6,"2019-03-07 04:40:50","Fanda Busan panda","","",
36,1605587884676743169,"https://twitter.com/FandaraRasya/statuses/1605587884676743169","https://twitter.com/FandaraRasya/statuses/1605587884676743169","FandaraRasya","@nurhayatinnufus Emang begitu #bersamajuara #ridwankamil","@nurhayatinnufus Emang begitu #bersamajuara #ridwankamil","2022-12-21 10:35:56","Twitter Web App",0,0,"in","","reply","nurhayatinnufus",2161010000,1605578138658177024,"",0,0,1103591324186361856,"https://pbs.twimg.com/profile_images/1103716131141898241/AdGIfgLs_normal.jpg",368,20,6,"2019-03-07 04:40:50","Fanda Busan panda","","",
37,1605587845241925632,"https://twitter.com/FandaraRasya/statuses/1605587845241925632","https://twitter.com/FandaraRasya/statuses/1605587845241925632","FandaraRasya","@DimdimMasdim tepat sekali #bersamajuara #ridwankamil","@DimdimMasdim tepat sekali #bersamajuara #ridwankamil","2022-12-21 10:35:47","Twitter Web App",0,0,"in","","reply","DimdimMasdim",2561450261,1605557394280415232,"",0,0,1103591324186361856,"https://pbs.twimg.com/profile_images/1103716131141898241/AdGIfgLs_normal.jpg",368,20,6,"2019-03-07 04:40:50","Fanda Busan panda","","",
38,1605587610008571905,"https://twitter.com/FandaraRasya/statuses/1605587610008571905","https://twitter.com/FandaraRasya/statuses/1605587610008571905","FandaraRasya","@DimdimMasdim @nurhayatinnufus Setuju banget #bersamajuara #ridwankamil","@DimdimMasdim @nurhayatinnufus Setuju banget #bersamajuara #ridwankamil","2022-12-21 10:34:51","Twitter Web App",0,0,"in","","reply","DimdimMasdim",2561450261,1605554530837487617,"",0,0,1103591324186361856,"https://pbs.twimg.com/profile_images/1103716131141898241/AdGIfgLs_normal.jpg",368,20,6,"2019-03-07 04:40:50","Fanda Busan panda","","",
39,1605587508888076288,"https://twitter.com/FandaraRasya/statuses/1605587508888076288","https://twitter.com/FandaraRasya/statuses/1605587508888076288","FandaraRasya","@fawahida Semoga akan menjadi kerjasama yang baik #bersamajuara #ridwankamil","@fawahida Semoga akan menjadi kerjasama yang baik #bersamajuara #ridwankamil","2022-12-21 10:34:27","Twitter Web App",0,0,"in","","reply","fawahida",931437350,1605417141611638784,"",0,0,1103591324186361856,"https://pbs.twimg.com/profile_images/1103716131141898241/AdGIfgLs_normal.jpg",368,20,6,"2019-03-07 04:40:50","Fanda Busan panda","","",
40,1605587462138392577,"https://twitter.com/FandaraRasya/statuses/1605587462138392577","https://twitter.com/FandaraRasya/statuses/1605587462138392577","FandaraRasya","@Ria14_SonIqbaal Iya harusnya #bersamajuara #ridwankamil","@Ria14_SonIqbaal Iya harusnya #bersamajuara #ridwankamil","2022-12-21 10:34:16","Twitter Web App",0,0,"in","","reply","Ria14_SonIqbaal",2171860465,1605563858428563457,"",0,0,1103591324186361856,"https://pbs.twimg.com/profile_images/1103716131141898241/AdGIfgLs_normal.jpg",368,20,6,"2019-03-07 04:40:50","Fanda Busan panda","","",
41,1605587447865257985,"https://twitter.com/ahyathalda/statuses/1605587447865257985","https://twitter.com/ahyathalda/statuses/1605587447865257985","ahyathalda","DKI Beri Hibah Miliaran ke Daerah Penyangga, RK: Untuk Cegah Banjir Jakarta. https://t.co/h7eAIzp5ck #bersamajuara #ridwankamil","DKI Beri Hibah Miliaran ke Daerah Penyangga, RK: Untuk Cegah Banjir Jakarta. https://t.co/h7eAIzp5ck #bersamajuara #ridwankamil","2022-12-21 10:34:12","Twitter Web App",0,0,"in","","original","",0,0,"",0,0,2421663451,"https://pbs.twimg.com/profile_images/574898229466157056/5KBYFIyL_normal.jpeg",584,88,198,"2014-04-01 02:33:55","Salah satu sifat munafik itu ialah menganggap nasihat org sbagai sindiran kpd y, sebab itu dia tak mau menerima y.","Barong tongkok. (Kubar)","",
42,1605587433403211776,"https://twitter.com/FandaraRasya/statuses/1605587433403211776","https://twitter.com/FandaraRasya/statuses/1605587433403211776","FandaraRasya","@DesyaDrs1 Betul sekali #bersamajuara #ridwankamil","@DesyaDrs1 Betul sekali #bersamajuara #ridwankamil","2022-12-21 10:34:09","Twitter Web App",0,0,"in","","reply","DesyaDrs1",329206037,1605499235171856386,"",0,0,1103591324186361856,"https://pbs.twimg.com/profile_images/1103716131141898241/AdGIfgLs_normal.jpg",368,20,6,"2019-03-07 04:40:50","Fanda Busan panda","","",
